"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked.S","Embarked.C"
428,1,-0.369,-1.355,-0.737,-0.474,-0.473,-0.125,0.619,-0.482
430,1,0.827,0.737,0.158,-0.474,-0.473,-0.486,0.619,-0.482
431,1,-1.565,0.737,-0.117,-0.474,-0.473,-0.114,0.619,-0.482
433,1,-0.369,-1.355,0.847,0.433,-0.473,-0.125,0.619,-0.482
434,0,0.827,0.737,-0.874,-0.474,-0.473,-0.505,0.619,-0.482
435,0,-1.565,0.737,1.398,0.433,-0.473,0.477,0.619,-0.482
436,1,-1.565,-1.355,-1.081,0.433,2.008,1.767,0.619,-0.482
437,0,0.827,-1.355,-0.599,1.339,2.008,0.044,0.619,-0.482
438,1,-0.369,-1.355,-0.392,1.339,3.248,-0.271,0.619,-0.482
439,0,-1.565,0.737,2.361,0.433,4.489,4.644,0.619,-0.482
440,0,-0.369,0.737,0.09,-0.474,-0.473,-0.437,0.619,-0.482
441,1,-0.369,-1.355,1.053,0.433,0.767,-0.12,0.619,-0.482
442,0,0.827,0.737,-0.668,-0.474,-0.473,-0.457,0.619,-0.482
443,0,0.827,0.737,-0.323,0.433,-0.473,-0.492,0.619,-0.482
444,1,-0.369,-1.355,-0.117,-0.474,-0.473,-0.386,0.619,-0.482
446,1,-1.565,0.737,-1.769,-0.474,2.008,0.999,0.619,-0.482
447,1,-0.369,-1.355,-1.15,-0.474,0.767,-0.256,0.619,-0.482
448,1,-1.565,0.737,0.296,-0.474,-0.473,-0.114,0.619,-0.482
449,1,0.827,-1.355,-1.7,1.339,0.767,-0.261,-1.614,2.073
450,1,-1.565,0.737,1.535,-0.474,-0.473,-0.034,0.619,-0.482
451,0,-0.369,0.737,0.434,0.433,2.008,-0.09,0.619,-0.482
453,0,-1.565,0.737,0.021,-0.474,-0.473,-0.09,-1.614,2.073
454,1,-1.565,0.737,1.329,0.433,-0.473,1.145,-1.614,2.073
456,1,0.827,0.737,-0.048,-0.474,-0.473,-0.489,-1.614,2.073
457,0,-1.565,0.737,2.43,-0.474,-0.473,-0.114,0.619,-0.482
459,1,-0.369,-1.355,1.398,-0.474,-0.473,-0.437,0.619,-0.482
461,1,-1.565,0.737,1.26,-0.474,-0.473,-0.114,0.619,-0.482
462,0,0.827,0.737,0.296,-0.474,-0.473,-0.486,0.619,-0.482
463,0,-1.565,0.737,1.191,-0.474,-0.473,0.127,0.619,-0.482
464,0,-0.369,0.737,1.26,-0.474,-0.473,-0.386,0.619,-0.482
466,0,0.827,0.737,0.571,-0.474,-0.473,-0.506,0.619,-0.482
468,0,-1.565,0.737,1.811,-0.474,-0.473,-0.114,0.619,-0.482
470,1,0.827,-1.355,-1.993,1.339,0.767,-0.261,-1.614,2.073
472,0,0.827,0.737,0.571,-0.474,-0.473,-0.474,0.619,-0.482
473,1,-0.369,-1.355,0.227,0.433,2.008,-0.09,0.619,-0.482
474,1,-0.369,-1.355,-0.461,-0.474,-0.473,-0.371,-1.614,2.073
475,0,0.827,-1.355,-0.53,-0.474,-0.473,-0.45,0.619,-0.482
477,0,-0.369,0.737,0.296,0.433,-0.473,-0.225,0.619,-0.482
478,0,0.827,0.737,-0.048,0.433,-0.473,-0.506,0.619,-0.482
479,0,0.827,0.737,-0.53,-0.474,-0.473,-0.497,0.619,-0.482
480,1,0.827,-1.355,-1.907,-0.474,0.767,-0.401,0.619,-0.482
481,0,0.827,0.737,-1.425,4.06,2.008,0.296,0.619,-0.482
483,0,0.827,0.737,1.398,-0.474,-0.473,-0.486,0.619,-0.482
484,1,0.827,-1.355,2.292,-0.474,-0.473,-0.455,0.619,-0.482
485,1,-1.565,0.737,-0.323,0.433,-0.473,1.185,-1.614,2.073
487,1,-1.565,-1.355,0.365,0.433,-0.473,1.163,0.619,-0.482
488,0,-1.565,0.737,1.948,-0.474,-0.473,-0.05,-1.614,2.073
489,0,0.827,0.737,0.021,-0.474,-0.473,-0.486,0.619,-0.482
490,1,0.827,0.737,-1.425,0.433,0.767,-0.328,0.619,-0.482
492,0,0.827,0.737,-0.599,-0.474,-0.473,-0.502,0.619,-0.482
493,0,-1.565,0.737,1.742,-0.474,-0.473,-0.034,0.619,-0.482
494,0,-1.565,0.737,2.843,-0.474,-0.473,0.348,-1.614,2.073
495,0,0.827,0.737,-0.599,-0.474,-0.473,-0.486,0.619,-0.482
497,1,-1.565,-1.355,1.673,0.433,-0.473,0.927,-1.614,2.073
499,0,-1.565,-1.355,-0.323,0.433,2.008,2.402,0.619,-0.482
500,0,0.827,0.737,-0.392,-0.474,-0.473,-0.491,0.619,-0.482
501,0,0.827,0.737,-0.874,-0.474,-0.473,-0.474,0.619,-0.482
502,0,0.827,-1.355,-0.599,-0.474,-0.473,-0.492,-1.614,-0.482
504,0,0.827,-1.355,0.503,-0.474,-0.473,-0.455,0.619,-0.482
505,1,-1.565,-1.355,-0.943,-0.474,-0.473,1.093,0.619,-0.482
506,0,-1.565,0.737,-0.805,0.433,-0.473,1.543,-1.614,2.073
507,1,-0.369,-1.355,0.227,-0.474,2.008,-0.125,0.619,-0.482
509,0,0.827,0.737,-0.117,-0.474,-0.473,-0.195,0.619,-0.482
510,1,0.827,0.737,-0.255,-0.474,-0.473,0.489,0.619,-0.482
511,1,0.827,0.737,-0.048,-0.474,-0.473,-0.492,-1.614,-0.482
513,1,-1.565,0.737,0.434,-0.474,-0.473,-0.119,0.619,-0.482
514,1,-1.565,-1.355,1.673,0.433,-0.473,0.547,-1.614,2.073
515,0,0.827,0.737,-0.392,-0.474,-0.473,-0.497,0.619,-0.482
516,0,-1.565,0.737,1.191,-0.474,-0.473,0.037,0.619,-0.482
517,1,-0.369,-1.355,0.296,-0.474,-0.473,-0.437,0.619,-0.482
519,1,-0.369,-1.355,0.434,0.433,-0.473,-0.125,0.619,-0.482
520,0,0.827,0.737,0.158,-0.474,-0.473,-0.489,0.619,-0.482
521,1,-1.565,-1.355,0.021,-0.474,-0.473,1.233,0.619,-0.482
522,0,0.827,0.737,-0.53,-0.474,-0.473,-0.489,0.619,-0.482
524,1,-1.565,-1.355,0.984,-0.474,0.767,0.519,-1.614,2.073
526,0,0.827,0.737,0.744,-0.474,-0.473,-0.492,-1.614,-0.482
527,1,-0.369,-1.355,1.398,-0.474,-0.473,-0.437,0.619,-0.482
529,0,0.827,0.737,0.64,-0.474,-0.473,-0.489,0.619,-0.482
530,0,-0.369,0.737,-0.461,1.339,0.767,-0.417,0.619,-0.482
531,1,-0.369,-1.355,-1.907,0.433,0.767,-0.125,0.619,-0.482
533,0,0.827,0.737,-0.874,0.433,0.767,-0.503,-1.614,2.073
535,0,0.827,-1.355,0.021,-0.474,-0.473,-0.474,0.619,-0.482
536,1,-0.369,-1.355,-1.563,-0.474,2.008,-0.12,0.619,-0.482
537,0,-1.565,0.737,1.053,-0.474,-0.473,-0.114,0.619,-0.482
538,1,-1.565,-1.355,0.021,-0.474,-0.473,1.494,-1.614,2.073
540,1,-1.565,-1.355,-0.53,-0.474,2.008,0.348,-1.614,2.073
541,1,-1.565,-1.355,0.434,-0.474,2.008,0.781,0.619,-0.482
542,0,0.827,-1.355,-1.425,3.153,2.008,-0.019,0.619,-0.482
543,0,0.827,-1.355,-1.287,3.153,2.008,-0.019,0.619,-0.482
544,1,-0.369,0.737,0.158,0.433,-0.473,-0.125,0.619,-0.482
545,0,-1.565,0.737,1.398,0.433,-0.473,1.494,-1.614,2.073
546,0,-1.565,0.737,2.361,-0.474,-0.473,-0.125,0.619,-0.482
547,1,-0.369,-1.355,-0.737,0.433,-0.473,-0.125,0.619,-0.482
549,0,0.827,0.737,0.227,0.433,0.767,-0.235,0.619,-0.482
550,1,-0.369,0.737,-1.494,0.433,0.767,0.091,0.619,-0.482
551,1,-1.565,0.737,-0.874,-0.474,2.008,1.583,-1.614,2.073
552,0,-0.369,0.737,-0.186,-0.474,-0.473,-0.125,0.619,-0.482
554,1,0.827,0.737,-0.53,-0.474,-0.473,-0.503,-1.614,2.073
555,1,0.827,-1.355,-0.53,-0.474,-0.473,-0.492,0.619,-0.482
556,0,-1.565,0.737,2.224,-0.474,-0.473,-0.114,0.619,-0.482
557,1,-1.565,-1.355,1.26,0.433,-0.473,0.149,-1.614,2.073
559,1,-1.565,-1.355,0.64,0.433,0.767,0.955,0.619,-0.482
560,1,0.827,-1.355,0.434,0.433,-0.473,-0.298,0.619,-0.482
562,0,0.827,0.737,0.709,-0.474,-0.473,-0.489,0.619,-0.482
563,0,-0.369,0.737,-0.117,-0.474,-0.473,-0.376,0.619,-0.482
566,0,0.827,0.737,-0.392,1.339,-0.473,-0.162,0.619,-0.482
567,0,0.827,0.737,-0.737,-0.474,-0.473,-0.489,0.619,-0.482
568,0,0.827,-1.355,-0.048,-0.474,4.489,-0.224,0.619,-0.482
570,1,0.827,0.737,0.158,-0.474,-0.473,-0.49,0.619,-0.482
571,1,-0.369,0.737,2.224,-0.474,-0.473,-0.437,0.619,-0.482
572,1,-1.565,-1.355,1.604,1.339,-0.473,0.388,0.619,-0.482
573,1,-1.565,0.737,0.434,-0.474,-0.473,-0.117,0.619,-0.482
575,0,0.827,0.737,-0.943,-0.474,-0.473,-0.486,0.619,-0.482
576,0,0.827,0.737,-0.737,-0.474,-0.473,-0.356,0.619,-0.482
577,1,-0.369,-1.355,0.296,-0.474,-0.473,-0.386,0.619,-0.482
578,1,-1.565,-1.355,0.64,0.433,-0.473,0.477,0.619,-0.482
580,1,0.827,0.737,0.158,-0.474,-0.473,-0.489,0.619,-0.482
581,1,-0.369,-1.355,-0.323,0.433,0.767,-0.044,0.619,-0.482
582,1,-1.565,-1.355,0.64,0.433,0.767,1.583,-1.614,2.073
583,0,-0.369,0.737,1.673,-0.474,-0.473,-0.125,0.619,-0.482
584,0,-1.565,0.737,0.434,-0.474,-0.473,0.159,-1.614,2.073
586,1,-1.565,-1.355,-0.805,-0.474,2.008,0.955,0.619,-0.482
587,0,-0.369,0.737,1.191,-0.474,-0.473,-0.346,0.619,-0.482
588,1,-1.565,0.737,2.086,0.433,0.767,0.946,-1.614,2.073
589,0,0.827,0.737,-0.53,-0.474,-0.473,-0.486,0.619,-0.482
591,0,0.827,0.737,0.365,-0.474,-0.473,-0.505,0.619,-0.482
592,1,-1.565,-1.355,1.535,0.433,-0.473,0.927,-1.614,2.073
593,0,0.827,0.737,1.191,-0.474,-0.473,-0.502,0.619,-0.482
595,0,-0.369,0.737,0.503,0.433,-0.473,-0.125,0.619,-0.482
596,0,0.827,0.737,0.434,0.433,0.767,-0.162,0.619,-0.482
598,0,0.827,0.737,1.329,-0.474,-0.473,-0.648,0.619,-0.482
600,1,-1.565,0.737,1.329,0.433,-0.473,0.498,-1.614,2.073
601,1,-0.369,-1.355,-0.392,1.339,0.767,-0.105,0.619,-0.482
604,0,0.827,0.737,0.984,-0.474,-0.473,-0.486,0.619,-0.482
605,1,-1.565,0.737,0.365,-0.474,-0.473,-0.114,-1.614,2.073
606,0,0.827,0.737,0.434,0.433,-0.473,-0.335,0.619,-0.482
607,0,0.827,0.737,0.021,-0.474,-0.473,-0.489,0.619,-0.482
608,1,-1.565,0.737,-0.186,-0.474,-0.473,-0.034,0.619,-0.482
609,1,-0.369,-1.355,-0.53,0.433,2.008,0.189,-1.614,2.073
610,1,-1.565,-1.355,0.709,-0.474,-0.473,2.44,0.619,-0.482
611,0,0.827,-1.355,0.64,0.433,5.73,-0.019,0.619,-0.482
615,0,0.827,0.737,0.365,-0.474,-0.473,-0.486,0.619,-0.482
616,1,-0.369,-1.355,-0.392,0.433,2.008,0.66,0.619,-0.482
617,0,0.827,0.737,0.296,0.433,0.767,-0.358,0.619,-0.482
618,0,0.827,-1.355,-0.255,0.433,-0.473,-0.324,0.619,-0.482
619,1,-0.369,-1.355,-1.769,1.339,0.767,0.137,0.619,-0.482
620,0,-0.369,0.737,-0.255,-0.474,-0.473,-0.437,0.619,-0.482
621,0,0.827,0.737,-0.186,0.433,-0.473,-0.357,-1.614,2.073
622,1,-1.565,0.737,0.847,0.433,-0.473,0.41,0.619,-0.482
623,1,0.827,0.737,-0.668,0.433,0.767,-0.331,-1.614,2.073
624,0,0.827,0.737,-0.599,-0.474,-0.473,-0.49,0.619,-0.482
625,0,0.827,0.737,-0.599,-0.474,-0.473,-0.324,0.619,-0.482
626,0,-1.565,0.737,2.155,-0.474,-0.473,0.002,0.619,-0.482
627,0,-0.369,0.737,1.879,-0.474,-0.473,-0.4,-1.614,-0.482
628,1,-1.565,-1.355,-0.599,-0.474,-0.473,0.921,0.619,-0.482
629,0,0.827,0.737,-0.255,-0.474,-0.473,-0.489,0.619,-0.482
631,1,-1.565,0.737,3.463,-0.474,-0.473,-0.044,0.619,-0.482
632,0,0.827,0.737,1.466,-0.474,-0.473,-0.506,0.619,-0.482
633,1,-1.565,0.737,0.158,-0.474,-0.473,-0.034,-1.614,2.073
635,0,0.827,-1.355,-1.425,2.246,2.008,-0.087,0.619,-0.482
636,1,-0.369,-1.355,-0.117,-0.474,-0.473,-0.386,0.619,-0.482
637,0,0.827,0.737,0.158,-0.474,-0.473,-0.489,0.619,-0.482
638,0,-0.369,0.737,0.09,0.433,0.767,-0.12,0.619,-0.482
639,0,0.827,-1.355,0.778,-0.474,5.73,0.151,0.619,-0.482
641,0,0.827,0.737,-0.668,-0.474,-0.473,-0.49,0.619,-0.482
642,1,-1.565,-1.355,-0.392,-0.474,-0.473,0.746,-1.614,2.073
643,0,0.827,-1.355,-1.907,2.246,2.008,-0.087,0.619,-0.482
645,1,0.827,-1.355,-1.993,1.339,0.767,-0.261,-1.614,2.073
646,1,-1.565,0.737,1.26,0.433,-0.473,0.896,-1.614,2.073
647,0,0.827,0.737,-0.737,-0.474,-0.473,-0.489,0.619,-0.482
648,1,-1.565,0.737,1.811,-0.474,-0.473,0.066,-1.614,2.073
650,1,0.827,-1.355,-0.461,-0.474,-0.473,-0.496,0.619,-0.482
652,1,-0.369,-1.355,-0.805,-0.474,0.767,-0.185,0.619,-0.482
653,0,0.827,0.737,-0.599,-0.474,-0.473,-0.478,0.619,-0.482
655,0,0.827,-1.355,-0.805,-0.474,-0.473,-0.512,-1.614,-0.482
656,0,-0.369,0.737,-0.392,1.339,-0.473,0.831,0.619,-0.482
658,0,0.827,-1.355,0.158,0.433,0.767,-0.336,-1.614,-0.482
659,0,-0.369,0.737,-0.461,-0.474,-0.473,-0.386,0.619,-0.482
660,0,-1.565,0.737,1.948,-0.474,2.008,1.631,-1.614,2.073
661,1,-1.565,0.737,1.398,1.339,-0.473,2.041,0.619,-0.482
662,0,0.827,0.737,0.709,-0.474,-0.473,-0.503,-1.614,2.073
663,0,-1.565,0.737,1.191,-0.474,-0.473,-0.133,0.619,-0.482
664,0,0.827,0.737,0.434,-0.474,-0.473,-0.497,0.619,-0.482
665,1,0.827,0.737,-0.668,0.433,-0.473,-0.489,0.619,-0.482
666,0,-0.369,0.737,0.158,1.339,-0.473,0.831,0.619,-0.482
667,0,-0.369,0.737,-0.323,-0.474,-0.473,-0.386,0.619,-0.482
669,0,0.827,0.737,0.916,-0.474,-0.473,-0.486,0.619,-0.482
671,1,-0.369,-1.355,0.709,0.433,0.767,0.137,0.619,-0.482
672,0,-1.565,0.737,0.09,0.433,-0.473,0.398,0.619,-0.482
673,0,-0.369,0.737,2.774,-0.474,-0.473,-0.437,0.619,-0.482
674,1,-0.369,0.737,0.09,-0.474,-0.473,-0.386,0.619,-0.482
676,0,0.827,0.737,-0.805,-0.474,-0.473,-0.492,0.619,-0.482
677,0,0.827,0.737,-0.358,-0.474,-0.473,-0.486,0.619,-0.482
678,1,0.827,-1.355,-0.805,-0.474,-0.473,-0.45,0.619,-0.482
679,0,0.827,-1.355,0.916,0.433,6.97,0.296,0.619,-0.482
680,1,-1.565,0.737,0.434,-0.474,0.767,9.662,-1.614,2.073
682,1,-1.565,0.737,-0.186,-0.474,-0.473,0.896,-1.614,2.073
683,0,0.827,0.737,-0.668,-0.474,-0.473,-0.462,0.619,-0.482
684,0,0.827,0.737,-1.081,4.06,2.008,0.296,0.619,-0.482
685,0,-0.369,0.737,2.086,0.433,0.767,0.137,0.619,-0.482
686,0,-0.369,0.737,-0.323,0.433,2.008,0.189,-1.614,2.073
687,0,0.827,0.737,-1.081,3.153,0.767,0.151,0.619,-0.482
688,0,0.827,0.737,-0.737,-0.474,-0.473,-0.443,0.619,-0.482
689,0,0.827,0.737,-0.805,-0.474,-0.473,-0.491,0.619,-0.482
690,1,-1.565,-1.355,-1.012,-0.474,0.767,3.605,0.619,-0.482
691,1,-1.565,0.737,0.09,0.433,-0.473,0.499,0.619,-0.482
692,1,0.827,-1.355,-1.769,-0.474,0.767,-0.378,-1.614,2.073
694,0,0.827,0.737,-0.323,-0.474,-0.473,-0.503,-1.614,2.073
695,0,-1.565,0.737,2.086,-0.474,-0.473,-0.114,0.619,-0.482
696,0,-0.369,0.737,1.535,-0.474,-0.473,-0.376,0.619,-0.482
697,0,0.827,0.737,0.984,-0.474,-0.473,-0.486,0.619,-0.482
699,0,-1.565,0.737,1.329,0.433,0.767,1.583,-1.614,2.073
700,0,0.827,0.737,0.847,-0.474,-0.473,-0.494,0.619,-0.482
701,1,-1.565,-1.355,-0.805,0.433,-0.473,3.931,-1.614,2.073
702,1,-1.565,0.737,0.365,-0.474,-0.473,-0.119,0.619,-0.482
703,0,0.827,-1.355,-0.805,-0.474,0.767,-0.357,-1.614,2.073
704,0,0.827,0.737,-0.323,-0.474,-0.473,-0.492,-1.614,-0.482
705,0,0.827,0.737,-0.255,0.433,-0.473,-0.49,0.619,-0.482
706,0,-0.369,0.737,0.64,-0.474,-0.473,-0.125,0.619,-0.482
707,1,-0.369,-1.355,1.053,-0.474,-0.473,-0.376,0.619,-0.482
708,1,-1.565,0.737,0.847,-0.474,-0.473,-0.119,0.619,-0.482
709,1,-1.565,-1.355,-0.53,-0.474,-0.473,2.402,0.619,-0.482
711,1,-1.565,-1.355,-0.392,-0.474,-0.473,0.348,-1.614,2.073
713,1,-1.565,0.737,1.26,0.433,-0.473,0.398,0.619,-0.482
714,0,0.827,0.737,-0.048,-0.474,-0.473,-0.457,0.619,-0.482
715,0,-0.369,0.737,1.535,-0.474,-0.473,-0.386,0.619,-0.482
716,0,0.827,0.737,-0.737,-0.474,-0.473,-0.494,0.619,-0.482
717,1,-1.565,-1.355,0.571,-0.474,-0.473,3.931,-1.614,2.073
718,1,-0.369,-1.355,-0.186,-0.474,-0.473,-0.437,0.619,-0.482
720,0,0.827,0.737,0.227,-0.474,-0.473,-0.492,0.619,-0.482
721,1,-0.369,-1.355,-1.631,-0.474,0.767,0.016,0.619,-0.482
722,0,0.827,0.737,-0.874,0.433,-0.473,-0.506,0.619,-0.482
723,0,-0.369,0.737,0.296,-0.474,-0.473,-0.386,0.619,-0.482
724,0,-0.369,0.737,1.398,-0.474,-0.473,-0.386,0.619,-0.482
725,1,-1.565,0.737,-0.186,0.433,-0.473,0.42,0.619,-0.482
726,0,0.827,0.737,-0.668,-0.474,-0.473,-0.474,0.619,-0.482
727,1,-0.369,-1.355,0.021,2.246,-0.473,-0.225,0.619,-0.482
729,0,-0.369,0.737,-0.323,0.433,-0.473,-0.125,0.619,-0.482
730,0,0.827,-1.355,-0.323,0.433,-0.473,-0.489,0.619,-0.482
731,1,-1.565,-1.355,-0.048,-0.474,-0.473,3.605,0.619,-0.482
732,0,0.827,0.737,-1.287,-0.474,-0.473,-0.27,-1.614,2.073
734,0,-0.369,0.737,-0.461,-0.474,-0.473,-0.386,0.619,-0.482
735,0,-0.369,0.737,-0.461,-0.474,-0.473,-0.386,0.619,-0.482
736,0,0.827,0.737,-0.083,-0.474,-0.473,-0.324,0.619,-0.482
737,0,0.827,-1.355,1.26,0.433,3.248,0.044,0.619,-0.482
738,1,-1.565,0.737,0.365,-0.474,-0.473,9.662,-1.614,2.073
742,0,-1.565,0.737,0.434,0.433,-0.473,0.939,0.619,-0.482
743,1,-1.565,-1.355,-0.599,1.339,2.008,4.632,-1.614,2.073
744,0,0.827,0.737,-0.392,0.433,-0.473,-0.324,0.619,-0.482
745,1,0.827,0.737,0.09,-0.474,-0.473,-0.489,0.619,-0.482
746,0,-1.565,0.737,2.774,0.433,0.767,0.781,0.619,-0.482
747,0,0.827,0.737,-0.943,0.433,0.767,-0.241,0.619,-0.482
748,1,-0.369,-1.355,0.021,-0.474,-0.473,-0.386,0.619,-0.482
749,0,-1.565,0.737,-0.737,0.433,-0.473,0.42,0.619,-0.482
750,0,0.827,0.737,0.09,-0.474,-0.473,-0.492,-1.614,-0.482
751,1,-0.369,-1.355,-1.769,0.433,0.767,-0.185,0.619,-0.482
752,1,0.827,0.737,-1.631,-0.474,0.767,-0.397,0.619,-0.482
753,0,0.827,0.737,0.227,-0.474,-0.473,-0.457,0.619,-0.482
754,0,0.827,0.737,-0.461,-0.474,-0.473,-0.489,0.619,-0.482
755,1,-0.369,-1.355,1.26,0.433,2.008,0.66,0.619,-0.482
756,1,-0.369,0.737,-1.998,0.433,0.767,-0.356,0.619,-0.482
757,0,0.827,0.737,-0.117,-0.474,-0.473,-0.491,0.619,-0.482
758,0,-0.369,0.737,-0.805,-0.474,-0.473,-0.417,0.619,-0.482
759,0,0.827,0.737,0.296,-0.474,-0.473,-0.486,0.619,-0.482
760,1,-1.565,-1.355,0.227,-0.474,-0.473,1.093,0.619,-0.482
762,0,0.827,0.737,0.778,-0.474,-0.473,-0.505,0.619,-0.482
763,1,0.827,0.737,-0.668,-0.474,-0.473,-0.503,-1.614,2.073
764,1,-1.565,-1.355,0.434,0.433,2.008,1.767,0.619,-0.482
765,0,0.827,0.737,-0.943,-0.474,-0.473,-0.492,0.619,-0.482
766,1,-1.565,-1.355,1.466,0.433,-0.473,0.921,0.619,-0.482
768,0,0.827,-1.355,0.055,-0.474,-0.473,-0.492,-1.614,-0.482
770,0,0.827,0.737,0.158,-0.474,-0.473,-0.48,0.619,-0.482
771,0,0.827,0.737,-0.392,-0.474,-0.473,-0.457,0.619,-0.482
772,0,0.827,0.737,1.26,-0.474,-0.473,-0.49,0.619,-0.482
773,0,-0.369,-1.355,1.879,-0.474,-0.473,-0.437,0.619,-0.482
775,1,-0.369,-1.355,1.673,0.433,3.248,-0.185,0.619,-0.482
776,0,0.827,0.737,-0.805,-0.474,-0.473,-0.492,0.619,-0.482
778,1,0.827,-1.355,-1.7,-0.474,-0.473,-0.397,0.619,-0.482
780,1,-1.565,-1.355,0.916,-0.474,0.767,3.605,0.619,-0.482
781,1,0.827,-1.355,-1.15,-0.474,-0.473,-0.503,-1.614,2.073
782,1,-1.565,-1.355,-0.874,0.433,-0.473,0.499,0.619,-0.482
783,0,-1.565,0.737,-0.048,-0.474,-0.473,-0.044,0.619,-0.482
785,0,0.827,0.737,-0.323,-0.474,-0.473,-0.506,0.619,-0.482
786,0,0.827,0.737,-0.323,-0.474,-0.473,-0.502,0.619,-0.482
787,1,0.827,-1.355,-0.805,-0.474,-0.473,-0.497,0.619,-0.482
788,0,0.827,0.737,-1.494,3.153,0.767,-0.062,-1.614,-0.482
789,1,0.827,0.737,-1.976,0.433,2.008,-0.234,0.619,-0.482
790,0,-1.565,0.737,1.122,-0.474,-0.473,0.946,-1.614,2.073
792,0,-0.369,0.737,-0.943,-0.474,-0.473,-0.125,0.619,-0.482
795,0,0.827,0.737,-0.323,-0.474,-0.473,-0.489,0.619,-0.482
796,0,-0.369,0.737,0.64,-0.474,-0.473,-0.386,0.619,-0.482
797,1,-1.565,-1.355,1.329,-0.474,-0.473,-0.126,0.619,-0.482
798,1,0.827,-1.355,0.09,-0.474,-0.473,-0.473,0.619,-0.482
799,0,0.827,0.737,0.021,-0.474,-0.473,-0.503,-1.614,2.073
800,0,0.827,-1.355,0.021,0.433,0.767,-0.162,0.619,-0.482
801,0,-0.369,0.737,0.296,-0.474,-0.473,-0.386,0.619,-0.482
802,1,-0.369,-1.355,0.09,0.433,0.767,-0.12,0.619,-0.482
803,1,-1.565,0.737,-1.287,0.433,2.008,1.767,0.619,-0.482
804,1,0.827,0.737,-2.016,-0.474,0.767,-0.477,-1.614,2.073
805,1,0.827,0.737,-0.186,-0.474,-0.473,-0.508,0.619,-0.482
806,0,0.827,0.737,0.09,-0.474,-0.473,-0.492,0.619,-0.482
807,0,-1.565,0.737,0.64,-0.474,-0.473,-0.648,0.619,-0.482
808,0,0.827,-1.355,-0.805,-0.474,-0.473,-0.492,0.619,-0.482
809,0,-0.369,0.737,0.64,-0.474,-0.473,-0.386,0.619,-0.482
810,1,-1.565,-1.355,0.227,0.433,-0.473,0.42,0.619,-0.482
811,0,0.827,0.737,-0.255,-0.474,-0.473,-0.489,0.619,-0.482
812,0,0.827,0.737,0.64,-0.474,-0.473,-0.162,0.619,-0.482
813,0,-0.369,0.737,0.365,-0.474,-0.473,-0.437,0.619,-0.482
814,0,0.827,-1.355,-1.631,3.153,2.008,-0.019,0.619,-0.482
815,0,0.827,0.737,0.055,-0.474,-0.473,-0.486,0.619,-0.482
817,0,0.827,-1.355,-0.461,-0.474,-0.473,-0.489,0.619,-0.482
818,0,-0.369,0.737,0.09,0.433,0.767,0.097,-1.614,2.073
819,0,0.827,0.737,0.916,-0.474,-0.473,-0.518,0.619,-0.482
820,0,0.827,0.737,-1.356,2.246,2.008,-0.087,0.619,-0.482
821,1,-1.565,-1.355,1.535,0.433,0.767,1.233,0.619,-0.482
822,1,0.827,0.737,-0.186,-0.474,-0.473,-0.474,0.619,-0.482
823,0,-1.565,0.737,0.571,-0.474,-0.473,-0.648,0.619,-0.482
824,1,0.827,-1.355,-0.186,-0.474,0.767,-0.397,0.619,-0.482
825,0,0.827,0.737,-1.907,3.153,0.767,0.151,0.619,-0.482
828,1,-0.369,0.737,-1.976,-0.474,2.008,0.097,-1.614,2.073
830,1,-1.565,-1.355,2.224,-0.474,-0.473,0.962,-1.614,-0.482
831,1,0.827,-1.355,-1.012,0.433,-0.473,-0.357,-1.614,2.073
832,1,-0.369,0.737,-1.987,0.433,0.767,-0.271,0.619,-0.482
834,0,0.827,0.737,-0.461,-0.474,-0.473,-0.49,0.619,-0.482
835,0,0.827,0.737,-0.805,-0.474,-0.473,-0.481,0.619,-0.482
836,1,-1.565,-1.355,0.64,0.433,0.767,1.025,-1.614,2.073
837,0,0.827,0.737,-0.599,-0.474,-0.473,-0.474,0.619,-0.482
839,1,0.827,0.737,0.158,-0.474,-0.473,0.489,0.619,-0.482
841,0,0.827,0.737,-0.668,-0.474,-0.473,-0.489,0.619,-0.482
842,0,-0.369,0.737,-0.943,-0.474,-0.473,-0.437,0.619,-0.482
843,1,-1.565,-1.355,0.021,-0.474,-0.473,-0.024,-1.614,2.073
844,0,0.827,0.737,0.33,-0.474,-0.473,-0.519,-1.614,2.073
845,0,0.827,0.737,-0.874,-0.474,-0.473,-0.474,0.619,-0.482
846,0,0.827,0.737,0.847,-0.474,-0.473,-0.496,0.619,-0.482
848,0,0.827,0.737,0.365,-0.474,-0.473,-0.489,-1.614,2.073
849,0,-0.369,0.737,-0.117,-0.474,0.767,0.016,0.619,-0.482
851,0,0.827,0.737,-1.769,3.153,2.008,-0.019,0.619,-0.482
852,0,0.827,0.737,3.05,-0.474,-0.473,-0.492,0.619,-0.482
853,0,0.827,-1.355,-1.425,0.433,0.767,-0.341,-1.614,2.073
854,1,-1.565,-1.355,-0.943,-0.474,0.767,0.145,0.619,-0.482
855,0,-0.369,-1.355,0.984,0.433,-0.473,-0.125,0.619,-0.482
856,1,0.827,-1.355,-0.805,-0.474,0.767,-0.46,0.619,-0.482
857,1,-1.565,-1.355,1.053,0.433,0.767,2.67,0.619,-0.482
858,1,-1.565,0.737,1.466,-0.474,-0.473,-0.114,0.619,-0.482
